token,date,amount
sBTC,2/17/2020,-460582305239857988
sBTC,2/18/2020,496278470622455427
sBTC,2/19/2020,-20878328514515996987
sBTC,2/20/2020,-327661417319470982
sBTC,2/21/2020,15318779537516178339
sBTC,2/22/2020,-441170506446037139
sBTC,2/23/2020,-8370761920045581783
sBTC,2/24/2020,-17066609343687624
sBTC,2/25/2020,-255517648100428731
sBTC,2/26/2020,324611135431029211
sBTC,2/27/2020,-8201097638089545583
sBTC,2/28/2020,-348710440997771262
sBTC,2/29/2020,49937420998559719581
sBTC,3/1/2020,5756902475242727
sBTC,3/2/2020,110578596867199414
sBTC,3/3/2020,230922381478406315
sBTC,3/4/2020,-11923330615572964812
sBTC,3/5/2020,14750474139869404227
sBTC,3/6/2020,3117802250873147669
sBTC,3/7/2020,-515264288606131944
sBTC,3/8/2020,7497706161109776531
sBTC,3/9/2020,-3624031637380033807
sBTC,3/10/2020,-1099392485573202218
sBTC,3/11/2020,-41339215395556884919
sBTC,3/12/2020,-13338390554404984876
sBTC,3/13/2020,3846450077166209721
sBTC,3/14/2020,-25578382954477608520
sBTC,3/15/2020,-6286721405337859356
sBTC,3/16/2020,50986930275684878331
sBTC,3/17/2020,14237542302926402193
sBTC,3/18/2020,-51392889945487225925
sBTC,3/19/2020,-3360240364697077434
sBTC,3/20/2020,44793453972884383844
sBTC,3/21/2020,9177567408430942971
sBTC,3/22/2020,-2718687730339041840
sBTC,3/23/2020,-45588937799744167899
sBTC,3/24/2020,159412609609476598
sBTC,3/25/2020,39157013151869136324
sBTC,3/26/2020,10335870864297495794
sBTC,3/27/2020,5393534314682404103
sBTC,3/28/2020,27114905123631441297
sBTC,3/29/2020,10015273289316282428
sBTC,3/30/2020,-36214722346533181317
sBTC,3/31/2020,1394337266743897214
sBTC,4/1/2020,-11780819028100425991
sBTC,4/2/2020,4267308098014635975
sBTC,4/3/2020,1839532013975592522
sBTC,4/4/2020,29944066993793410947
sBTC,4/5/2020,622714355411127400
sBTC,4/6/2020,-65218099883654221286
sBTC,4/7/2020,48627439973071306442
sBTC,4/8/2020,-11871055928762703821
sBTC,4/9/2020,5211969579481609745
sBTC,4/10/2020,11185003870517608407
sBTC,4/11/2020,81821762160939966
sBTC,4/12/2020,893461533156797021
sBTC,4/13/2020,-46579402027756897444
sBTC,4/14/2020,554801056147400970
sBTC,4/15/2020,37884996226667043181
sBTC,4/16/2020,167070195499139735
sBTC,4/17/2020,4152384686243984229
sBTC,4/18/2020,-16489349324669852267
sBTC,4/19/2020,-5330604528166031
sBTC,4/20/2020,-5830680367513110
sBTC,4/21/2020,-157455543754125613
sBTC,4/22/2020,-814219281975839080
sBTC,4/23/2020,-45787026293432663400
sBTC,4/24/2020,-2174274458030539787
sBTC,4/25/2020,-886663452392463089
sBTC,4/26/2020,15823320856416471505
sBTC,4/27/2020,9538561314040542
sBTC,4/28/2020,-894667594652281085
sBTC,4/29/2020,417810756029303689
sBTC,4/30/2020,127573943836533721
sBTC,5/1/2020,8097432997561591984
sBTC,5/2/2020,686225721634808090
sBTC,5/3/2020,-8211991522102862393
sBTC,5/4/2020,18073896844940263633
sBTC,5/5/2020,7351042544687698290
sBTC,5/6/2020,8438031847275937587
sBTC,5/7/2020,15085762554984975008
sBTC,5/8/2020,-40234838995710276089
sBTC,5/9/2020,-8243142119728140201
sBTC,5/10/2020,27279268948284017094
sBTC,5/11/2020,-2969514680978635227
sBTC,5/12/2020,3601904897840811334
sBTC,5/13/2020,-8919469935803235553
sBTC,5/14/2020,-1844298955672452
sBTC,5/15/2020,1800207627043864922
sBTC,5/16/2020,-9504284115388531659
sBTC,5/17/2020,9362355086118763456
sBTC,5/18/2020,-9199228402109626242
sBTC,5/19/2020,-649208375808717805
sBTC,5/20/2020,9279657763597949193
sBTC,5/21/2020,3823632274130948450
sBTC,5/22/2020,246128848147885619
sBTC,5/23/2020,-26692461551402552
sBTC,5/24/2020,-305076524158040324
sBTC,5/25/2020,106913760870352182
sBTC,5/26/2020,-9655199165626052490
sBTC,5/27/2020,-27966399520246167623
sBTC,5/28/2020,4210340754069890572
sBTC,5/29/2020,-17251787708032129153
sBTC,5/30/2020,-568895278733635629
sBTC,5/31/2020,-301757649990962459
sBTC,6/1/2020,8523414806785056073
sBTC,6/2/2020,12547962195520817764
sBTC,6/3/2020,3426736480514803304
sBTC,6/4/2020,-14281989280815877770
sBTC,6/5/2020,-15800137726783638
sBTC,6/6/2020,-9835504029450541968
sBTC,6/7/2020,54714882987059726
sBTC,6/8/2020,30210919677266112
sBTC,6/9/2020,103202816334716116
sBTC,6/10/2020,-285891520254840264
sBTC,6/11/2020,-14557618894785477603
sBTC,6/12/2020,-360527075910601182
sBTC,6/13/2020,202670116731073268
sBTC,6/14/2020,-115263509403440083
sBTC,6/15/2020,-181704100546254706
sBTC,6/16/2020,-6698000218094915542
sBTC,6/17/2020,-2505379858319763421
sBTC,6/18/2020,27436260389229374
sBTC,6/19/2020,237970012582166179894
sBTC,6/20/2020,30453109874472217715
sBTC,6/21/2020,45488091671488526387
sBTC,6/22/2020,33317856119266000411
sBTC,6/23/2020,-2232599091441353069
sBTC,6/24/2020,86982853698828839330
sBTC,6/25/2020,6909816621425306659
sBTC,6/26/2020,4742421471373808290
sBTC,6/27/2020,1394823123485799765
sBTC,6/28/2020,15234433863039164726
sBTC,6/29/2020,25389414943321334702
sBTC,6/30/2020,9721034261191174762
sBTC,7/1/2020,7736533940749225842
sBTC,7/2/2020,12595102924752135851
sBTC,7/3/2020,12796826235759515914
sBTC,7/4/2020,14496654129362188735
sBTC,7/5/2020,12851394400131454324
sBTC,7/6/2020,6565899699489432263
sBTC,7/7/2020,-17570399901028838342
sBTC,7/8/2020,36611393988776388536
sBTC,7/9/2020,-26594647975526494027
sBTC,7/10/2020,27377368191741258513
sBTC,7/11/2020,6483254055810767404
sBTC,7/12/2020,33609779640009523807
sBTC,7/13/2020,78594203041144204120
sBTC,7/14/2020,6554889692385729801
sBTC,7/15/2020,26636143543467493060
sBTC,7/16/2020,5896842675370164828
sBTC,7/17/2020,23231359957735949016
sBTC,7/18/2020,68234583969229052138
sBTC,7/19/2020,126176739339925460975
sBTC,7/20/2020,147106112391071521682
sBTC,7/21/2020,112847855387628805084
sBTC,7/22/2020,86696716962031961592
sBTC,7/23/2020,25647825902258153620
sBTC,7/24/2020,1124509274538663998
sBTC,7/25/2020,-254452247322332052027
sBTC,7/26/2020,-249624084777534992464
sBTC,7/27/2020,154095617785073312020
sBTC,7/28/2020,8249226639969434211
sBTC,7/29/2020,3162852037648897731
sBTC,7/30/2020,-47523980850155962753
sBTC,7/31/2020,262634860588491738
sBTC,8/1/2020,3562674588466279980
sBTC,8/2/2020,832113471837949074
sBTC,8/3/2020,6694961712791389727
sBTC,8/4/2020,5691665987340093484
sBTC,8/5/2020,5530552860395459622
sBTC,8/6/2020,-3263306621573500926
sBTC,8/7/2020,5041672235343739205
sBTC,8/8/2020,2747588353399617777
sBTC,8/9/2020,105516794471938901300
sBTC,8/10/2020,85675901044811275968
sBTC,8/11/2020,-7309819853859924482
sBTC,8/12/2020,7935972392090139423
sBTC,8/13/2020,-145112713829329451188
sBTC,8/14/2020,104993457288392259069
sBTC,8/15/2020,403869796564732783748
sBTC,8/16/2020,451401618737113459040
sBTC,8/17/2020,1.141801623671319665574e+21
sBTC,8/18/2020,-86466280803528096376
sBTC,8/19/2020,-652273427318319355032
sBTC,8/20/2020,398242816532401388780
sBTC,8/21/2020,-29430441581020597503
sBTC,8/22/2020,85030734683634132664
sBTC,8/23/2020,26296808395039637267
sBTC,8/24/2020,47883721667794464342
sBTC,8/25/2020,-117593095113304856876
sBTC,8/26/2020,92384412965261865793
sBTC,8/27/2020,166370849116403994262
sBTC,8/28/2020,-20887451711764997097
sBTC,8/29/2020,-3617784761780889422
sBTC,8/30/2020,-60451282932409036814
sBTC,8/31/2020,-612167730308456683672
sBTC,9/1/2020,-133924465594473231486
sBTC,9/2/2020,-139413481510868844318
sBTC,9/3/2020,119376444111952432273
sBTC,9/4/2020,-70585602633633976414
sBTC,9/5/2020,735388466988507625383
sBTC,9/6/2020,139780448633331117
sBTC,9/7/2020,-40945110288484862707
sBTC,9/8/2020,49436874970302442143
sBTC,9/9/2020,-56318907398898802594
sBTC,9/10/2020,-12142424791613330642
sBTC,9/11/2020,2133298232505966550
sBTC,9/12/2020,-182370469871682914751
sBTC,9/13/2020,16575850627728628785
sBTC,9/14/2020,522202830097991260
sBTC,9/15/2020,-73393361196155644645
TBTC,5/15/2020,1000000000000000
TBTC,5/16/2020,4000000000000000
TBTC,5/17/2020,10122000000000000000
TBTC,5/18/2020,-2990000000000000000
TBTC,5/28/2020,-1000000000000000
TBTC,6/4/2020,-6000000000000000000
TBTC,8/7/2020,-1120000000000000000
WBTC,11/27/2018,8000000
WBTC,1/26/2019,11150546
WBTC,1/28/2019,305000000
WBTC,1/29/2019,6217997840
WBTC,1/30/2019,700000000
WBTC,2/19/2019,700000000
WBTC,3/4/2019,-600000000
WBTC,3/28/2019,800000000
WBTC,4/1/2019,700000000
WBTC,4/2/2019,-600000000
WBTC,4/3/2019,750000000
WBTC,4/4/2019,395000000
WBTC,4/8/2019,5000000000
WBTC,4/11/2019,700000000
WBTC,4/21/2019,478590850
WBTC,4/28/2019,-500000000
WBTC,5/4/2019,4500000000
WBTC,5/6/2019,625000000
WBTC,5/10/2019,1790000000
WBTC,5/16/2019,-600000000
WBTC,5/20/2019,4500000000
WBTC,6/16/2019,6000000000
WBTC,6/26/2019,10080000
WBTC,6/27/2019,489920000
WBTC,7/2/2019,20478385023
WBTC,7/3/2019,-80000
WBTC,7/4/2019,1099799998
WBTC,7/9/2019,998000000
WBTC,7/10/2019,916263800
WBTC,8/2/2019,449100000
WBTC,8/16/2019,99032
WBTC,8/26/2019,598800000
WBTC,9/30/2019,698600000
WBTC,10/2/2019,-500000000
WBTC,10/30/2019,998000
WBTC,10/31/2019,0
WBTC,11/4/2019,129740
WBTC,11/6/2019,503940100
WBTC,11/14/2019,804410954
WBTC,11/22/2019,498950100
WBTC,1/6/2020,99000000
WBTC,1/7/2020,99800000
WBTC,1/10/2020,499000000
WBTC,1/13/2020,499000000
WBTC,1/15/2020,99800000
WBTC,1/20/2020,199600
WBTC,1/21/2020,2137012684
WBTC,1/27/2020,-179200000
WBTC,2/5/2020,7494100000
WBTC,2/12/2020,6494800000
WBTC,2/15/2020,499000000
WBTC,2/17/2020,5994500000
WBTC,2/19/2020,6095730000
WBTC,2/27/2020,40825948
WBTC,3/5/2020,-344101000
WBTC,3/10/2020,508980000
WBTC,3/20/2020,5995800000
WBTC,3/25/2020,499000000
WBTC,3/31/2020,2100000000
WBTC,4/1/2020,998000000
WBTC,4/7/2020,5496150000
WBTC,4/10/2020,1497000000
WBTC,4/13/2020,1497000000
WBTC,4/28/2020,5496150000
WBTC,5/7/2020,11694750000
WBTC,5/8/2020,5496150000
WBTC,5/12/2020,99960000000
WBTC,5/21/2020,149940000000
WBTC,5/22/2020,5496150000
WBTC,6/1/2020,5995800000
WBTC,6/5/2020,5496150000
WBTC,6/15/2020,6495450000
WBTC,6/16/2020,6395520000
WBTC,6/18/2020,174417650000
WBTC,6/19/2020,-99950000000
WBTC,6/22/2020,33588471600
WBTC,6/23/2020,97236090000
WBTC,6/24/2020,17987400000
WBTC,6/25/2020,85386759000
WBTC,6/26/2020,57359820000
WBTC,6/27/2020,40971300000
WBTC,6/29/2020,22484250000
WBTC,6/30/2020,29985000000
WBTC,7/1/2020,8494050000
WBTC,7/2/2020,5496150000
WBTC,7/4/2020,8993700000
WBTC,7/5/2020,46967100000
WBTC,7/6/2020,144339270000
WBTC,7/8/2020,9893070000
WBTC,7/9/2020,20505453031
WBTC,7/13/2020,20385720000
WBTC,7/15/2020,7494750000
WBTC,7/16/2020,8993700000
WBTC,7/18/2020,14989500000
WBTC,7/19/2020,57365920000
WBTC,7/20/2020,49800
WBTC,7/22/2020,166916500000
WBTC,7/23/2020,87562100000
WBTC,7/24/2020,19986000000
WBTC,7/26/2020,9893070000
WBTC,7/27/2020,24882570000
WBTC,7/28/2020,19986000000
WBTC,7/29/2020,79840
WBTC,8/5/2020,29985000000
WBTC,8/6/2020,55177600000
WBTC,8/9/2020,9893070000
WBTC,8/10/2020,285385800000
WBTC,8/11/2020,87958750000
WBTC,8/12/2020,29985000000
WBTC,8/13/2020,59976000000
WBTC,8/14/2020,205302070000
WBTC,8/15/2020,254792070000
WBTC,8/16/2020,90352820000
WBTC,8/17/2020,174930000000
WBTC,8/18/2020,39980000000
WBTC,8/19/2020,203907920160
WBTC,8/25/2020,29985000000
WBTC,8/27/2020,31984000000
WBTC,8/28/2020,99960000000
WBTC,8/30/2020,58976400000
WBTC,8/31/2020,224906950000
WBTC,9/1/2020,284882500000
WBTC,9/2/2020,99960000000
WBTC,9/3/2020,233902900000
WBTC,9/5/2020,232407000000
WBTC,9/6/2020,85477892300
WBTC,9/7/2020,179922000000
WBTC,9/8/2020,114454200000
WBTC,9/9/2020,185481277800
WBTC,9/10/2020,187418750000
WBTC,9/11/2020,205405150000
WBTC,9/12/2020,214908000000
WBTC,9/13/2020,134983483600
WBTC,9/15/2020,153934400000
